Year,Length,Title,Genre,Actor,Actress,Director,Popularity,Awards,Image
1961,98,Paris Blues,Drama,NewmanPaul,WoodwardJoanne,RittMartin,54,No,paulNewman.png
1960,135,Fugitive KindThe,Drama,BrandoMarlon,WoodwardJoanne,,3,No,brando.png
1993,,Mr. & Mrs. Bridge,Drama,NewmanPaul,WoodwardJoanne,,29,No,paulNewman.png
1991,144,State of Grace,Drama,PennSean,WrightRobin,JoanouPhil,49,No,NicholasCage.png
1943,108,Shadow of a Doubt,Drama,CottenJoseph,WrightTeresa,HitchcockAlfred,32,No,alfredHitchcock.png
1950,85,MenThe,Drama,BrandoMarlon,WrightTeresa,ZinnemannFred,27,No,brando.png
1950,110,Stage Fright,Mystery,WildingMichael,WymanJane,HitchcockAlfred,72,No,alfredHitchcock.png
1947,103,Magic Town,Drama,StewartJames,WymanJane,WellmanWilliam,4,No,NicholasCage.png
1975,93,That Lucky Touch,Action,MooreRoger,YorkSusannah,MilesChristopher,85,No,NicholasCage.png
1949,90,Lust for Gold,Drama,FordGlenn,YoungGig,SimonS. Sylvan,57,No,glennFord.png
1987,103,Heat,Mystery,ReynoldsBurt,YoungKaren,JamesonJerry,69,No,NicholasCage.png
1993,75,Employee's Entrance,Drama,WilliamWarren,YoungLoretta,,0,No,NicholasCage.png
1947,87,Night Is My Future,Drama,MalmstenBirger,ZetterlingMai,BergmanIngmar,17,No,Bergman.png
1990,92,WitchesThe,Science Fiction,FisherJasen,ZetterlingMai,RoegNicolas,18,No,NicholasCage.png
1953,94,Vera Cruz,Action,CooperGary,,AldrichRobert,71,No,NicholasCage.png
1954,91,Apache,Western,LancasterBurt,,AldrichRobert,78,No,burtLancaster.png
1977,146,Twilight's Last Gleaming,Drama,LancasterBurt,,AldrichRobert,84,No,burtLancaster.png
1979,119,Frisco KidThe,Comedy,WilderGene,,AldrichRobert,10,No,NicholasCage.png
1954,30,Bank on the Stars,Drama,PaarJack,,AllenCraig,,No,NicholasCage.png
1987,100,Law of Desire,Drama,MauraCarmen,,AlmodóvarPedro,73,No,NicholasCage.png
1966,103,Quiller MemorandumThe,Mystery,SegalGeorge,,AndersonMichael,34,No,NicholasCage.png
1962,183,Longest DayThe,War,WayneJohn,,AnnakinKen,7,No,johnWayne.png
1986,128,Name of the RoseThe,Drama,ConnerySean,,AnnaudJean-Jacques,8,No,seanConnery.png
1988,92,Bloodsport,Action,Van DammeJean-Claude,,ArnoldNewt,78,No,NicholasCage.png
1986,85,Torment,Horror,GilbertTaylor,,AslanianSamson,8,No,NicholasCage.png
1988,138,Pelle the Conqueror,Drama,SydowMax von,,AugustBille,14,Yes,NicholasCage.png
1981,118,Taps,Drama,HuttonTimothy,,BeckerHarold,84,No,NicholasCage.png
1991,102,FreshmanThe,Comedy,BrandoMarlon,,BergmanAndrew,32,No,brando.png
1987,164,Last EmperorThe,Drama,LoneJohn,,BertolucciBernardo,1,Yes,NicholasCage.png
1962,100,Grim ReaperThe,Drama,RuluFrancesco,,BertolucciBernardo,35,No,NicholasCage.png
1983,90,Le Dernier Combat,Drama,JolivetPierre,,BessonLuc,72,No,NicholasCage.png
1989,91,Too Beautiful for You,Drama,DepardieuGérard,,BlierBertrand,35,No,NicholasCage.png
1991,105,FireIce & Dynamite,Action,MooreRoger,,BognerWilly,72,No,NicholasCage.png
1963,113,Heavens Above,Comedy,SellersPeter,,BoultingJohn,38,No,NicholasCage.png
1961,141,One Eyed Jacks,Western,MaldenKarl,,BrandoMarlon,26,No,brando.png
1937,61,Swing ItSailor!,Comedy,FordWallace,,CannonRaymond,83,No,NicholasCage.png
1987,94,Wolf at the DoorThe,Drama,SutherlandDonald,,CarlsenHenning,68,No,NicholasCage.png
1936,87,Modern Times,Comedy,ChaplinCharles,,ChaplinCharles,4,No,NicholasCage.png
1991,114,Thunderbolt & Lightfoot,Action,EastwoodClint,,CiminoMichael,16,No,clintEastwood.png
1931,87,A Nous la Liberte,Drama,MarchandHenri,,ClairRene,60,No,NicholasCage.png
1979,95,Scum,Action,WinstoneRay,,ClarkeAlan,68,No,NicholasCage.png
1984,90,Inside ManThe,Action,HopperDennis,,CleggTom,45,No,NicholasCage.png
1979,153,Apocalypse Now,Drama,BrandoMarlon,,CoppolaFrancis Ford,8,No,brando.png
1990,94,Bellboy & the PlaygirlsThe,Drama,WilkinsonJune,,CoppolaFrancis Ford,7,No,NicholasCage.png
1963,81,TerrorThe,Horror,KarloffBoris,,CormanRoger,88,No,NicholasCage.png
1963,86,RavenThe,Horror,PriceVincent,,CormanRoger,85,No,NicholasCage.png
1975,87,They Came from Within,Horror,HamptonPaul,,CronenbergDavid,21,No,NicholasCage.png
1986,97,Boy in BlueThe,Drama,CageNicolas,,DaleCynthia,63,No,NicholasCage.png
1991,87,Killer Tomatoes Strike Back,Comedy,AstinJohn,,De BelloJohn,24,No,NicholasCage.png
1979,87,Attack of the Killer Tomatoes,Comedy,WilsonGeorge,,De BelloJohn,47,No,NicholasCage.png
1987,119,UntouchablesThe,Drama,ConnerySean,,De PalmaBrian,7,Yes,seanConnery.png
1986,91,Wise Guys,Comedy,PiscopoJoe,,De PalmaBrian,16,No,NicholasCage.png
1989,90,American Autobahn,Drama,JalenakJan,,DegasAndre,75,No,NicholasCage.png
1990,94,Final AllianceThe,Action,HasselhoffDavid,,Di LeoMario,10,No,NicholasCage.png
1984,130,BountyThe,Drama,GibsonMel,,DonaldsonRoger,25,No,NicholasCage.png
1974,89,Little PrinceThe,Music,KileyRichard,,DonenStanley,31,No,NicholasCage.png
1975,94,Posse,Western,DouglasKirk,,DouglasKirk,76,No,NicholasCage.png
1982,136,Firefox,Action,EastwoodClint,,EastwoodClint,64,No,clintEastwood.png
1987,91,Penitentiary III,Action,KennedyLeon Isaac,,FanakaJamaa,82,No,NicholasCage.png
1993,,Ginger & Fred,Comedy,MastroianniMarcello,,FelliniFederico,29,No,NicholasCage.png
1966,107,Wrong BoxThe,Comedy,MillsJohn,,ForbesBryan,40,No,NicholasCage.png
1990,86,Wagonmaster,Western,JohnsonBen,,FordJohn,1,No,johnFord.png
1945,135,They Were Expendable,War,MontgomeryRobert,,FordJohn,88,No,johnFord.png
1991,125,Last HurrahThe,Drama,TracySpencer,,FordJohn,46,No,spencerTracy.png
1949,59,Law of the Golden West,Western,HaleMonte,,FordPhilip,1,No,NicholasCage.png
1949,60,Pioneer Marshal,Western,HaleMonte,,FordPhilip,8,No,NicholasCage.png
1949,60,Ranger of the Cherokee Strip,Western,HaleMonte,,FordPhilip,31,No,NicholasCage.png
1950,60,Vanishing Westerner,Western,HaleMonte,,FordPhilip,6,No,NicholasCage.png
1948,59,Bandits of Dark Canyon,Western,LaneAllan,,FordPhilip,72,No,NicholasCage.png
1948,60,Bold FrontiersmanThe,Western,LaneAllan,,FordPhilip,18,No,NicholasCage.png
1948,59,Wild FrontierThe,Western,LaneAllan,,FordPhilip,61,No,NicholasCage.png
1968,73,Firemen's BallThe,Comedy,VostrcilJan,,FormanMilos,8,No,NicholasCage.png
1983,112,Local Hero,Comedy,RiegertPeter,,ForsythBill,54,No,NicholasCage.png
1971,104,French ConnectionThe,Drama,HackmanGene,,FriedkinWilliam,88,Yes,NicholasCage.png
1985,114,To Live & Die in L. A.,Action,StockwellDean,,FriedkinWilliam,70,No,NicholasCage.png
1961,113,Ferry to Hong Kong,Drama,WellesOrson,,GilbertLewis,77,No,NicholasCage.png
1983,69,Eddie MurphyDelirious,Comedy,MurphyEddie,,GowerBruce,6,No,NicholasCage.png
1984,77,Secret Policeman's Private PartsThe,Comedy,CleeseJohn,,GraefRoger,36,No,NicholasCage.png
1958,83,Up the Creek,Comedy,SellersPeter,,GuestVal,54,No,NicholasCage.png
1982,111,Yol,Drama,AkanTarik,,GuneyYilmaz,53,No,NicholasCage.png
1989,150,Sara Dane,Drama,HopkinsHarold,,HardyRod,75,No,NicholasCage.png
1988,84,Night Tide,Drama,MuirGavin,,HarringtonCurtis,50,No,NicholasCage.png
1953,92,His Majesty O'Keefe,Action,LancasterBurt,,HaskinByron,3,No,burtLancaster.png
1960,122,North to Alaska,Western,WayneJohn,,HathawayHenry,31,No,johnWayne.png
1966,76,Flight to Fury,Action,NicholsonJack,,HellmanMonte,70,No,NicholasCage.png
1966,82,Ride in the Whirlwind,Western,NicholsonJack,,HellmanMonte,26,No,NicholasCage.png
1970,93,Powderkeg,Western,TaylorRod,,HeyesDouglas,26,No,NicholasCage.png
1953,95,I Confess,Drama,CliftMontgomery,,HitchcockAlfred,63,No,alfredHitchcock.png
1935,88,Thirty-Nine StepsThe,Science Fiction,DonatRobert,,HitchcockAlfred,8,No,alfredHitchcock.png
1969,126,Topaz,Mystery,ForsytheJohn,,HitchcockAlfred,12,No,alfredHitchcock.png
1930,95,Murder,Mystery,MarshallHerbert,,HitchcockAlfred,50,No,alfredHitchcock.png
1954,123,Dial M for Murder,Mystery,MillandRay,,HitchcockAlfred,52,No,alfredHitchcock.png
1937,80,Young & Innocent,Mystery,PilbeamNova,,HitchcockAlfred,43,No,alfredHitchcock.png
1976,95,Creature from Black Lake,Horror,ElamJack,,HouckJoyJr.,88,No,NicholasCage.png
1981,124,Chariots of Fire,Drama,CrossBen,,HudsonHugh,6,Yes,NicholasCage.png
1982,81,Monty Python Live at the Hollywood Bowl,Comedy,ChapmanGraham,,HughesTerry,81,No,NicholasCage.png
1975,129,Man Who Would Be KingThe,Drama,ConnerySean,,HustonJohn,6,No,seanConnery.png
1981,117,Victory,Drama,StalloneSylvester,,HustonJohn,39,No,NicholasCage.png
1970,146,Kelly's Heroes,War,EastwoodClint,,HuttonBrian G.,84,No,clintEastwood.png
1989,109,Next of Kin,Mystery,SwayzePatrick,,IrvinJohn,63,No,NicholasCage.png
1990,96,Chattahoochee,Drama,OldmanGary,,JacksonMick,30,No,NicholasCage.png
1985,82,Angelic ConversationThe,Comedy,ReynoldsPaul,,JarmanDerek,41,No,NicholasCage.png
1986,107,Down by Law,Comedy,WaitsTom,,JarmuschJim,49,No,NicholasCage.png
1984,141,Killing FieldsThe,Drama,WaterstonSam,,JoffeRoland,6,Yes,NicholasCage.png
1992,85,Survival Zone,Action,FordTerence,,JonesChris,25,No,NicholasCage.png
1979,94,Monty Python's Life of Brian,Comedy,ChapmanGraham,,JonesTerry,11,No,NicholasCage.png
1983,107,Monty Python's the Meaning of Life,Comedy,CleeseJohn,,JonesTerry,33,No,NicholasCage.png
1971,121,Red TentThe,Action,FinchPeter,,KalatozovMikhail,7,No,NicholasCage.png
1945,82,Dakota,Western,WayneJohn,,KaneJoseph,27,No,johnWayne.png
1952,112,Viva Zapata!,Drama,BrandoMarlon,,KazanElia,86,Yes,brando.png
1968,133,Green BeretsThe,War,WayneJohn,,KelloggRay,36,No,johnWayne.png
1990,90,Big Bad John,Action,EnglishDoug,,KennedyBurt,84,No,NicholasCage.png
1937,71,Ticket of Leave ManThe,Mystery,SlaughterTod,,KingGeorge,45,No,NicholasCage.png
1956,106,D-DayThe Sixth of June,War,TaylorRobert,,KosterHenry,84,No,NicholasCage.png
1974,121,Apprenticeship of Duddy KravitzThe,Drama,DreyfussRichard,,KotcheffTed,64,Yes,NicholasCage.png
1971,138,A Clockwork Orange,Science Fiction,McDowellMalcolm,,KubrickStanley,83,Yes,NicholasCage.png
1991,117,Full Metal Jacket,War,ModineMatthew,,KubrickStanley,45,No,NicholasCage.png
1943,82,Sanshiro Sugata,Drama,FujitaSusumu,,KurosawaAkira,85,No,NicholasCage.png
1991,97,Rhapsody in August,Drama,GereRichard,,KurosawaAkira,50,No,NicholasCage.png
1946,110,No Regrets for Our Youth,Drama,HaraSetsuko,,KurosawaAkira,31,No,NicholasCage.png
1960,152,Bad Sleep WellThe,Drama,MifuneToshiro,,KurosawaAkira,65,No,NicholasCage.png
1951,166,IdiotThe,Drama,MifuneToshiro,,KurosawaAkira,40,No,NicholasCage.png
1951,83,Rashomon,Drama,MifuneToshiro,,KurosawaAkira,59,Yes,NicholasCage.png
1962,96,Sanjuro,Mystery,MifuneToshiro,,KurosawaAkira,6,No,NicholasCage.png
1955,200,Seven Samurai,Drama,MifuneToshiro,,KurosawaAkira,9,No,NicholasCage.png
1957,110,Throne of Blood,Drama,MifuneToshiro,,KurosawaAkira,60,No,NicholasCage.png
1961,110,Yojimbo,Action,MifuneToshiro,,KurosawaAkira,60,No,NicholasCage.png
1980,161,Kagemusha,Drama,NakadaiTatsuya,,KurosawaAkira,74,Yes,NicholasCage.png
1952,134,Ikiru,Drama,ShimuraTakashi,,KurosawaAkira,36,No,NicholasCage.png
1987,90,Empire of Spiritual Ninja,Action,BerlinTom,,LambertBruce,26,No,NicholasCage.png
1986,90,Ninjathe Violent Sorcerer,Action,,,LambertBruce,,No,NicholasCage.png
1926,139,Metropolis,Science Fiction,AbelAlfred,,LangFritz,49,No,NicholasCage.png
1946,106,Cloak & Dagger,Mystery,CooperGary,,LangFritz,55,No,NicholasCage.png
1920,137,Spiders,Drama,De VogyCarl,,LangFritz,29,No,NicholasCage.png
1954,90,Human Desire,Drama,FordGlenn,,LangFritz,27,No,glennFord.png
1928,130,Spies,Drama,Klein-RoggeRudolf,,LangFritz,49,No,NicholasCage.png
1933,120,Testament of Dr. MabuseThe,Drama,Klein-RoggeRudolf,,LangFritz,4,No,NicholasCage.png
1991,95,Fury,Drama,TracySpencer,,LangFritz,48,No,spencerTracy.png
1990,129,Mo' Better Blues,Drama,WashingtonDenzel,,LeeSpike,78,No,NicholasCage.png
1989,30,Matt Talbot,Drama,FordSeamus,,LennonBiddy W.,35,No,NicholasCage.png
1989,55,Will RogersLook Back in Laughter,Comedy,WilliamsRobin,,LeoMalcolm,6,No,NicholasCage.png
1991,130,For a Few Dollars More,Westerns,EastwoodClint,,LeoneSergio,34,No,clintEastwood.png
1944,139,Thirty Seconds over Tokyo,War,TracySpencer,,LeRoyMervyn,45,No,spencerTracy.png
1982,93,Class of 1984,Drama,KingPerry,,LesterMark L.,23,No,NicholasCage.png
1974,109,Juggernaut,Action,HarrisRichard,,LesterRichard,63,No,NicholasCage.png
1987,120,Good MorningVietnam,Comedy,WilliamsRobin,,LevinsonBarry,37,No,NicholasCage.png
1945,94,Blood on the Sun,Drama,CagneyJames,,LloydFrank,76,No,NicholasCage.png
1969,161,Paint Your Wagon,Music,MarvinLee,,LoganJoshua,46,No,NicholasCage.png
1964,105,Ensign Pulver,Comedy,WalkerRobertJr.,,LoganJoshua,16,No,NicholasCage.png
1976,92,Street People,Action,MooreRoger,,LucidiMaurizio,25,No,NicholasCage.png
1984,83,ManhuntThe,Action,BorgnineErnest,,LudmanLarry,34,No,NicholasCage.png
1987,85,Operation Nam,War,WayneJohn Ethan,,LudmanLarry,37,No,NicholasCage.png
1944,100,Fighting SeabeesThe,War,WayneJohn,,LudwigEdward,35,No,johnWayne.png
1988,75,Let It Rock,Drama,HopperDennis,,LynchDavid,32,No,lynch.png
1978,90,Eraserhead,Horror,NanceJohn,,LynchDavid,2,No,lynch.png
1955,87,LadykillersThe,Comedy,GuinnessAlec,,MackendrickAlexander,28,No,NicholasCage.png
1957,97,Sweet Smell of Success,Drama,LancasterBurt,,MackendrickAlexander,12,No,burtLancaster.png
1971,88,And Now for Something Completely Different,Comedy,CleeseJohn,,MacNaughtonIan,44,No,NicholasCage.png
1984,92,Crackers,Action,SutherlandDonald,,MalleLouis,17,No,NicholasCage.png
1991,89,Green Glove,Drama,FordGlenn,,MateRudolph,54,No,glennFord.png
1970,89,Menace on the Mountain,Action,CrowleyPat,,McEveetyVincent,69,No,NicholasCage.png
1940,90,In Old California,Western,WayneJohn,,McGannWilliam,27,No,johnWayne.png
1967,85,Thirty Is a Dangerous AgeCynthia,Comedy,MooreDudley,,McGrathJoseph,28,No,NicholasCage.png
1980,99,Ffolkes,Action,MooreRoger,,McLaglenAndrew V.,62,No,NicholasCage.png
1970,111,Chisum,Western,WayneJohn,,McLaglenAndrew V.,72,No,johnWayne.png
1990,135,Hunt for Red OctoberThe,Drama,ConnerySean,,McTiernanJohn,8,No,seanConnery.png
1966,123,Closely Watched Trains,Drama,NeckarVaclav,,MenzelJiri,75,Yes,NicholasCage.png
1973,91,Executive Action,Drama,LancasterBurt,,MillerDavid,6,No,burtLancaster.png
1942,101,Flying Tigers,Action,WayneJohn,,MillerDavid,61,No,johnWayne.png
1991,87,Father's Little Dividend,Comedy,TracySpencer,,MinnelliVincente,52,No,spencerTracy.png
1982,92,An Evening with Robin Williams,Comedy,WilliamsRobin,,MischerDon,68,No,NicholasCage.png
1987,90,Eddie Murphy Raw,Comedy,MurphyEddie,,MurphyEddie,51,No,NicholasCage.png
1989,118,Harlem Nights,Comedy,MurphyEddie,,MurphyEddie,11,No,NicholasCage.png
1973,93,Santee,Western,FordGlenn,,NelsonGary,47,No,glennFord.png
1987,90,Good FatherThe,Drama,HopkinsAnthony,,NewellMike,42,No,AnthonyHopkins.png
1971,115,Sometimes a Great Notion,Drama,NewmanPaul,,NewmanPaul,7,No,paulNewman.png
1970,117,Catch Twenty-Two,Comedy,ArkinAlan,,NicholsMike,50,No,NicholasCage.png
1988,90,Dark Age,Action,JarrattJohn,,NicholsonArch,3,No,NicholasCage.png
1981,94,Deadline,Mystery,NewmanBarry,,NicholsonArch,9,No,paulNewman.png
1935,60,Mysterious Mr. Wong,Mystery,LugosiBela,,NighWilliam,71,No,NicholasCage.png
1988,92,A Month in the Country,Drama,FirthColin,,O'ConnorPat,57,No,NicholasCage.png
1990,97,Prom Night IIIThe Last Kiss,Horror,ConlonTim,,OliverRon,29,No,NicholasCage.png
1990,,Blood inBlood Out,Drama,PennSean,,OlmosEdward James,88,No,NicholasCage.png
1989,94,Wrong Arm of the LawThe,Comedy,SellersPeter,,OwenCliff,25,No,NicholasCage.png
1987,116,Orphans,Drama,FinneyAlbert,,PakulaAlan J.,21,No,NicholasCage.png
1976,139,All the President's Men,Drama,RedfordRobert,,PakulaAlan J.,45,Yes,NicholasCage.png
1987,73,J-Men Forever,Action,BergmanPeter,,PattersonRichard,59,No,NicholasCage.png
1969,144,Wild BunchThe,Western,HoldenWilliam,,PeckinpahSam,50,No,NicholasCage.png
1988,92,Judgement in Berlin,Drama,SheenMartin,,PennLeo,13,No,NicholasCage.png
1993,,Hot LineThe,Comedy,BoyerCharles,,PerierEtienne,70,No,NicholasCage.png
1988,100,Rocket Gibraltar,Drama,LancasterBurt,,PetrieDaniel,26,No,burtLancaster.png
1975,112,YakuzaThe,Action,MitchumRobert,,PollackSydney,16,No,NicholasCage.png
1972,116,Jeremiah Johnson,Drama,RedfordRobert,,PollackSydney,88,No,NicholasCage.png
1970,112,Burn!,Drama,BrandoMarlon,,PontecorvoGillo,75,No,brando.png
1973,122,Magnum Force,Action,EastwoodClint,,PostTed,28,No,clintEastwood.png
1989,86,Cyborg,Action,Van DammeJean-Claude,,PyunAlbert,31,No,NicholasCage.png
1979,108,Prisoner of ZendaThe,Comedy,SellersPeter,,QuineRichard,12,No,NicholasCage.png
1983,86,Scream,Horror,MartinPepper,,QuisenberryByron,24,No,NicholasCage.png
1986,140,AssaultThe,Drama,LintDerek De,,RademakersFons,71,Yes,NicholasCage.png
1951,102,Flying Leathernecks,Action,WayneJohn,,RayNicholas,23,No,johnWayne.png
1985,92,What Comes Around,Drama,ReedJerry,,ReedJerry,49,No,NicholasCage.png
1980,123,Mon Oncle D'Amerique,Comedy,Roger-Pierre,,ResnaisAlain,71,No,NicholasCage.png
1972,92,Culpepper Cattle CompanyThe,Western,GrimesGary,,RichardsDick,29,No,NicholasCage.png
1983,102,SurvivorsThe,Comedy,MatthauWalter,,RitchieMichael,52,No,NicholasCage.png
1984,96,Roadhouse Sixty-Six,Action,DafoeWillem,,RobinsonJohn Mark,20,No,NicholasCage.png
1991,60,Burning PolesCecil Taylor in Performance,Music,TaylorCecil,,RochlinSheldon,82,No,NicholasCage.png
1987,98,Russkies,Action,HubleyWhip,,RosenthalRick,87,No,NicholasCage.png
1990,96,My Blue Heaven,Comedy,MartinSteve,,RossHerbert,63,No,NicholasCage.png
1990,103,Altered States,Science Fiction,HurtWilliam,,RussellKen,22,No,NicholasCage.png
1972,128,CowboysThe,Western,WayneJohn,,RydellMark,58,No,johnWayne.png
1985,95,Code NameEmerald,Drama,HarrisEd,,SangerJonathan,22,No,NicholasCage.png
1970,170,Patton,War,ScottGeorge C.,,SchaffnerFranklin J.,8,Yes,NicholasCage.png
1969,123,Midnight Cowboy,Drama,HoffmanDustin,,SchlesingerJohn,33,Yes,NicholasCage.png
1985,131,Falcon & the SnowmanThe,Drama,HuttonTimothy,,SchlesingerJohn,61,No,NicholasCage.png
1976,112,Maitresse,Drama,OgierBulle,,SchroederBarbet,39,No,NicholasCage.png
1987,86,Disorderlies,Comedy,BoysThe Fat,,SchultzMichael,69,No,NicholasCage.png
1991,,Raging Bull,Drama,De NiroRobert,,ScorseseMartin,25,No,NicholasCage.png
1991,60,Garrison Keillor's Home,Comedy,KeillorGarrison,,SevushHerb,6,No,NicholasCage.png
1938,55,Overland Stage Raiders,Western,WayneJohn,,ShermanGeorge,83,No,johnWayne.png
1938,55,Pals of the Saddle,Western,WayneJohn,,ShermanGeorge,33,No,johnWayne.png
1982,92,Alone in the Dark,Horror,SchultzDwight,,SholderJack,75,No,NicholasCage.png
1971,109,BeguiledThe,Drama,EastwoodClint,,SiegelDon,60,No,clintEastwood.png
1979,112,Escape from Alcatraz,Drama,EastwoodClint,,SiegelDon,22,No,clintEastwood.png
1948,88,Criss Cross,Drama,LancasterBurt,,SiodmakRobert,77,No,burtLancaster.png
1976,132,Midway,War,HestonCharlton,,SmightJack,36,No,NicholasCage.png
1990,126,Indiana Jones & the Last Crusade,Action,FordHarrison,,SpielbergSteven,8,No,NicholasCage.png
1993,90,Duel,Mystery,WeaverDennis,,SpielbergSteven,48,No,NicholasCage.png
1991,193,Separate but Equal,Drama,PoitierSidney,,StevensGeorgeJr.,56,No,NicholasCage.png
1924,123,Gosta Berling's Saga,Drama,HansonLars,,StillerMauritz,63,No,NicholasCage.png
1986,120,Platoon,Drama,SheenCharlie,,StoneOliver,8,Yes,NicholasCage.png
1963,89,Crawling HandThe,Science Fiction,BreckPeter,,StrockHerbert L.,79,No,NicholasCage.png
1971,100,Willy Wonka & the Chocolate Factory,Music,WilderGene,,StuartMel,65,No,NicholasCage.png
1971,88,Joe Kidd,Western,EastwoodClint,,SturgesJohn,79,No,clintEastwood.png
1985,104,Santa ClausThe Movie,Comedy,MooreDudley,,SzwarcJeannot,19,No,NicholasCage.png
1938,96,Boys Town,Drama,TracySpencer,,TaurogNorman,21,Yes,spencerTracy.png
1990,59,ErasureLive Wild!,Music,,,TaylorGavin,48,No,NicholasCage.png
1982,150,A Question of Honor,Drama,GazzaraBen,,TaylorJud,80,No,NicholasCage.png
1947,61,Check Your Guns,Western,DeanEddie,,TaylorRay,80,No,NicholasCage.png
1947,56,West to Glory,Western,DeanEddie,,TaylorRay,43,No,NicholasCage.png
1937,60,ThrowbackThe,Western,JonesBuck,,TaylorRay,53,No,NicholasCage.png
1992,54,Border Feud,Action,LaRueLash,,TaylorRay,43,No,NicholasCage.png
1947,58,Fighting VigilantesThe,Western,LaRueLash,,TaylorRay,21,No,NicholasCage.png
1947,53,Law of the Lash,Western,LaRueLash,,TaylorRay,66,No,NicholasCage.png
1949,66,Outlaw Country,Western,LaRueLash,,TaylorRay,62,No,NicholasCage.png
1992,53,Return of the Lash,Action,LaRueLash,,TaylorRay,78,No,NicholasCage.png
1937,60,Mystery of the Hooded Horsemen,Western,RitterTex,,TaylorRay,52,No,NicholasCage.png
1937,60,Tex Rides with the Boy Scouts,Western,RitterTex,,TaylorRay,17,No,NicholasCage.png
1949,59,Shadows of the West,Western,WilsonWhip,,TaylorRay,40,No,NicholasCage.png
1991,102,Instant Karma,Comedy,CassidyDavid,,TaylorRoderick,47,No,NicholasCage.png
1957,73,Time Lock,Drama,ConnerySean,,ThomasGerald,5,No,seanConnery.png
1953,79,Appointment in Honduras,Drama,FordGlenn,,TourneurJacques,7,No,glennFord.png
1982,136,Danton,Drama,DepardieuGérard,,WajdaAndrzej,5,No,NicholasCage.png
1960,164,AlamoThe,Action,WayneJohn,,WayneJohn,29,No,johnWayne.png
1986,91,La Chevre(The Goat),Drama,DepardieuGérard,,VeberFrancis,24,No,NicholasCage.png
1985,109,Les Comperes,Comedy,RichardPierre,,VeberFrancis,54,No,NicholasCage.png
1990,128,Dead Poets Society,Drama,WilliamsRobin,,WeirPeter,8,Yes,NicholasCage.png
1952,93,OthelloThe Lost Masterpiece,Drama,WellesOrson,,WellesOrson,23,No,NicholasCage.png
1949,119,BattlegroundThe,War,JohnsonVan,,WellmanWilliam,7,No,NicholasCage.png
1976,176,Kings of the Road (In the Course of Time),Drama,VoglerRudiger,,WendersWim,41,No,NicholasCage.png
1990,98,Hiroshima,Drama,NelsonJudd,,WernerPeter,17,No,NicholasCage.png
1982,111,Return of Martin GuerreThe,Drama,DepardieuGérard,,VigneDaniel,51,No,NicholasCage.png
1956,97,Somebody up There Likes Me,Drama,NewmanPaul,,WiseRobert,56,No,paulNewman.png
1955,57,Jack Benny Show,Comedy,BennyJack,,,51,No,NicholasCage.png
1962,182,Mutiny on the Bounty,Action,BrandoMarlon,,,35,No,brando.png
1989,,Death Valley DaysDeadly Decision,Western,CaanJames,,,9,No,NicholasCage.png
1986,60,Monty Python's Flying Circus,Comedy,ChapmanGraham,,,4,No,NicholasCage.png
1986,60,Monty Python's Flying CircusVol 1.,Comedy,ChapmanGraham,,,24,No,NicholasCage.png
1986,59,Monty Python's Flying CircusVol 2.,Comedy,ChapmanGraham,,,79,No,NicholasCage.png
1986,58,Monty Python's Flying CircusVol 3.,Comedy,ChapmanGraham,,,63,No,NicholasCage.png
1990,,Valkenvania,Comedy,ChaseChevy,,,82,No,NicholasCage.png
1982,101,Secret Policeman's Other BallThe,Comedy,CleeseJohn,,,86,No,NicholasCage.png
1981,127,Taming of the ShrewThe,Drama,CleeseJohn,,,2,No,NicholasCage.png
1964,,From Russia with Love,Action,ConnerySean,,,6,No,seanConnery.png
1993,108,OffenceThe,Mystery,ConnerySean,,,6,No,seanConnery.png
1992,60,Hollywood Mavericks,Comedy,CoppolaFrancis Ford,,,22,No,NicholasCage.png
1990,60,Live at Harrah's,Comedy,CosbyBill,,,6,No,NicholasCage.png
1992,52,PersuadersThe OvertureThe,Mystery,CurtisTony,,,40,No,NicholasCage.png
1977,255,Nineteen Hundred,Drama,De NiroRobert,,,82,No,NicholasCage.png
1989,90,VanThe,Comedy,DeVitoDanny,,,5,No,NicholasCage.png
1972,15,My Country Right or Wrong,War,DouglasMichael,,,21,No,NicholasCage.png
1991,,Clint Eastwood CollectionThe,Westerns,EastwoodClint,,,11,No,clintEastwood.png
1991,,Complete Dirty HarryMagnum ForceThe,Action,EastwoodClint,,,53,No,clintEastwood.png
1992,92,Dead PoolThe,Action,EastwoodClint,,,26,No,clintEastwood.png
1992,163,Goodthe Bad & the UglyThe,Westerns,EastwoodClint,,,68,No,clintEastwood.png
1959,60,RawhidePremiere Episode,Western,EastwoodClint,,,54,No,clintEastwood.png
1992,118,Tightrope,Mystery,EastwoodClint,,,55,No,clintEastwood.png
1987,95,Hearts of Fire,Drama,EverettRupert,,,25,No,NicholasCage.png
1992,165,How the West Was Won,Western,FondaHenry,,,45,No,NicholasCage.png
1992,,Mummy's HandThe,Mystery,ForanDick,,,54,No,NicholasCage.png
1993,88,Great White Death,Action,FordGlenn,,,26,No,glennFord.png
1986,119,Mosquito CoastThe,Drama,FordHarrison,,,54,No,NicholasCage.png
1993,102,Today We Kill....Tomorrow We Die,Western,FordMontgomery,,,25,No,NicholasCage.png
